,noc,name,lnk,dis,Date of Birth,Age,Gender,Sport Class,Languages spoken,Birth Country,Debut,Ambition,Hero,Influence,Philosophy,Award,Injuries
3197,RPC,POTAPOVA Viktoriia,../../../en/results/judo/athlete-profile-n1293699-potapova-viktoriia.htm,JUD, 8 Jan 1974,47.0, Female, B1,Russian,"
 Russian Federation",,,"Belarusian and Soviet gymnast Svetlana Boginskaya. (Athlete, 01 Apr 2016)",,"""Be positive."" (Athlete, 01 Apr 2016)","In recognition of her performances at the 2008 and 2012 Paralympic Games, she received the Order for Merit to the Fatherland [second and first grades] in the Russian Federation. (kremlin.ru, 10 Sep 2012, 30 Sep 2009)",
3198,FRA,POTDEVIN Eddie,../../../en/results/canoe-sprint/athlete-profile-n1638503-potdevin-eddie.htm,CSP, 24 Jun 1980,41.0, Male, VL3,French,,,"To win a medal at the 2020 Paralympic Games in Tokyo. (sportmag.fr, 08 Dec 2020)",,,"""Everything I do is to win. I do not do things to finish second."" (France 3 Grand Est YouTube channel, 06 May 2018)",,
3199,RPC,POTEKHINA Irina,../../../en/results/athletics/athlete-profile-n1329099-potekhina-irina.htm,ATH, 22 Jun 1996,25.0, Female, T20,Russian,"
 Russian Federation",,"To win a medal at the Paralympic Games. (Athlete, 05 Mar 2021)","Russian footballer Vyacheslav Malafeev, Serbian long jumper Ivana Spanovic, Russian long jumper Darya Klishina. (Athlete, 23 Mar 2020)",,"""Sport is such a chance to take a worthy place in life. But for this you need to work, work and work again."" (pravda-nn.ru, 12 Dec 2017)","In 2017 she received the title of Master of Sport of International Class in the Russian Federation. (paralymp.ru, 20 Feb 2020; pravda-nn.ru, 12 Dec 2017)",
3200,RPC,POTESHKINA Olga,../../../en/results/swimming/athlete-profile-n1325657-poteshkina-olga.htm,SWM, 24 Jun 1998,23.0, Female," S14,SB14,SM14",Russian,"
 Russian Federation",,"To compete at the 2020 Paralympic Games in Tokyo. (Athlete, 19 Aug 2021)","Russian swimmer Yuliya Efimova. (Athlete, 19 Aug 2021)","Her coach Alla Zhuravleva. (Athlete, 19 Aug 2021)","""Only forward!"" (Athlete, 19 Aug 2021)","In 2020 she received the title of Master of Sport of International Class in the Russian Federation. (minsport.samregion.ru, 08 Oct 2020)",
3201,GER,POTT Jan Niklas,../../../en/results/badminton/athlete-profile-n1483957-pott-jan-niklas.htm,BDM, 8 Dec 1993,27.0, Male, SL4,"English, German","
 Germany",,"To win a medal at the 2020 Paralympic Games in Tokyo and to be a Para badminton coach once his career is over. (sportbuzzer.de, 30 Jan 2020)",,,"""Pain doesn't tell you when you ought to stop. Pain is the little voice in your head that tries to hold you back because it knows if you continue you will change."" (Athlete, 21 Aug 2021)",,
3202,IRI,POURMIRZAEI Mansour,../../../en/results/powerlifting/athlete-profile-n1557408-pourmirzaei-mansour.htm,PWL, 21 Sep 1980,40.0, Male, PWL,Persian,"
 Islamic Republic of Iran","2013 for Iran, Asian Championships in Kuala Lumpur, Malaysia (Athlete, 16 Jan 2018)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (irna.ir, 2 Apr 2021)","Soviet and Russian Greco-Roman wrestler Aleksandr Karelin. (Athlete, 16 Jan 2018)","Coach Seyedreza Hosseini. (Athlete, 18 Jul 2019)",,,
3203,IRI,POURRAHNAMAAHMADGOURABI Mahdi,../../../en/results/taekwondo/athlete-profile-n1474432-pourrahnamaahmadgourabi-mahdi.htm,TKW, 20 Jun 1995,26.0, Male, K44,"English, Persian","
 Islamic Republic of Iran",,"To compete at the 2020 Paralympic Games in Tokyo. (worldtaekwondo.org, 19 Sep 2016)","Iranian taekwondo athlete Hadi Saei. (Athlete, 27 Aug 2021)","Coach Payam Khani. (Athlete, 27 Aug 2021)","""Be the best."" (Athlete, 27 Aug 2021)",,
3204,GBR,POWELL Daniel,../../../en/results/judo/athlete-profile-n1705841-powell-daniel.htm,JUD, 4 May 1991,30.0, Male, B1,English,"
 Great Britain",,,,"His father Terry. (Athlete, 26 Aug 2012)",,"In 2017 he was runner-up for both Disabled Sportsman of the Year and Senior Volunteer of the Year at Charnwood Sports Awards. (loughboroughecho.net, 06 Dec 2017)","In June 2018 he had knee reconstruction surgery after tearing his anterior cruciate ligament and damaging cartilage. (Facebook profile, 08 Jun 2018; Matside British Judo magazine, 01 Mar 2020)"
3205,RPC,POZDEEV Sergei,../../../en/results/sitting-volleyball/athlete-profile-n1292244-pozdeev-sergei.htm,VBS, 9 Aug 1979,42.0, Male, VS1,Russian,"
 Russian Federation",,"To reach the final at the Paralympic Games. (Athlete, 17 Mar 2020)",,"His mother, and coach Viktor Dyakov. (Athlete, 17 Mar 2020)",,"He received the Order for Merit to the Fatherland [second grade] in the Russian Federation in recognition of the bronze medal he won at the 2008 Paralympic Games in Beijing. (kremlin.ru, 30 Sep 2009)",
3206,RPC,POZDNYSHEVA Olga,../../../en/results/judo/athlete-profile-n1293697-pozdnysheva-olga.htm,JUD, 16 Oct 1980,40.0, Female, B2,Russian,"
 Russian Federation","2012 for Russia, International Tournament in Germany (Athlete, 01 Apr 2016)","To win gold at the Paralympic Games. (Athlete, 01 Apr 2016)",,"Her mother. (IJF, 24 Jan 2016)","""We have been down before but we always come back fighting."" (IJF, 24 Jan 2016)","She was named among the three Best Para Athletes at the 2018 Sports Elite awards ceremony in Khanty-Mansiysk, Russian Federation. (csi-ugra.ru, 05 Apr 2019)",
3207,COL,PRADA PACHON Gisell Natalia,../../../en/results/swimming/athlete-profile-n1370334-prada-pachon-gisell-natalia.htm,SWM, 17 Jan 2001,20.0, Female," SB7,SM7",,"
 Colombia",,"To compete at the 2024 Paralympic Games in Paris. (ucundinamarca.edu.co, 01 Oct 2018)",,"Her parents. (lavilla.com.co, 28 Jul 2021)",,,
3208,BRA,PRADO Lucas,../../../en/results/athletics/athlete-profile-n1402410-prado-lucas.htm,ATH, 27 May 1985,36.0, Male, T11,Portuguese,"
 Brazil",,,,"His grandmother. (mtaquionline.com.br, 08 Apr 2013)",,"In 2008 he was named Best Male Athlete of the Year by the Brazilian Paralympic Committee [CPB]. (globoesporte.globo.com, 11 Dec 2008)","He sustained a tendon injury at the 2015 World Championships in Doha, Qatar. (portalr3.com.br, 30 Aug 2019)"
3209,BLR,PRANEVICH Andrei,../../../en/results/wheelchair-fencing/athlete-profile-n1337431-pranevich-andrei.htm,WFE, 5 Aug 1983,38.0, Male, B,"Belarusian, English, Russian","
 Belarus",,"To win a gold medal at the 2020 Paralympic Games in Tokyo. (Athlete, 15 Apr 2021)",,,,"He has received the title of Master of Sport of International Class in Belarus. (paradefsport.by, 27 Dec 2019)",
3210,IND,PRAVEEN KUMAR,../../../en/results/athletics/athlete-profile-n1641635-praveen-kumar.htm,ATH, 15 May 2003,18.0, Male, T44,,,,"To win a gold medal at the 2020 Paralympic Games in Tokyo. (olympicchannel.com, 15 Feb 2021)",,,,,
3211,GBR,PRESCOTT Gemma,../../../en/results/athletics/athlete-profile-n1727794-prescott-gemma.htm,ATH, 25 Sep 1983,37.0, Female, F32,"French, English","
 Great Britain",,,,"Her parents. (thepowerof10.info, 24 Jul 2013)","""Take all the opportunities you are given and give everything a try."" (warringtonguardian.co.uk, 21 Jul 2017)",,"She was troubled by a shoulder injury in 2007 and 2008. (Athlete, 06 Dec 2010)"
3212,CRO,PRESECAN Marijan,../../../en/results/athletics/athlete-profile-n1428861-presecan-marijan.htm,ATH, 30 Aug 1977,44.0, Male, F53,"Croatian, English","
 Croatia",,,"Croatian basketball player Drazen Petrovic. (Athlete, 06 Nov 2019)",,,"In 2015 he was named Best Athlete in Slatina, Croatia. (glas-slavonije.hr, 06 Feb 2016)",
3213,RSA,PRETORIUS Johanna,../../../en/results/athletics/athlete-profile-n1360637-pretorius-johanna.htm,ATH, 3 Sep 1993,28.0, Female, T13,"Afrikaans, English","
 South Africa","2012 for South Africa, Paralympic Games in London, Great Britain (Athlete, 11 Nov 2019)","To win a Paralympic medal. (Athlete, 11 Nov 2019)","Her grandmother. (Athlete, 11 Nov 2019)",,"""The journey of working for a goal to make the most of my talents, grows me as a person and gives me a place to live my passion."" (Athlete, 23 Oct 2015)","In 2019 she was named Para Sport Female Athlete of the Year at the Maties Sports Awards in South Africa. (netwerk24.com, 04 Nov 2019)","She pulled her hamstring during a competition in June 2019. (Instagram profile, 09 Jun 2019)"
3214,GBR,PRITCHARD Benjamin,../../../en/results/rowing/athlete-profile-n1705769-pritchard-benjamin.htm,ROW, 15 Mar 1992,29.0, Male, PR1,,,,,,,,,
3215,ITA,PROCIDA Angela,../../../en/results/swimming/athlete-profile-n1683902-procida-angela.htm,SWM, 29 Jun 2000,21.0, Female, S2,"English, French, Italian, Spanish","
 Italy",,"To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 09 Mar 2021)","US swimmer Michael Phelps. (Athlete, 09 Sep 2019)","Her mother. (Athlete, 09 Sep 2019)","""The driving force of my life is chasing a goal, a dream that helps you every day overcome many challenges and obstacles, something so important that it pushes you to sacrifice. In my case, swimming helped me to be the person that I am, a person who doesn't like to give up."" (dodicimagazine.com, 21 Jul 2020)","In 2019 she received an acknowledgement as an outstanding student-athlete from the city of Castellammare di Stabia in Italy. (reportweb.it, 01 Jan 2019)",
3216,GRE,PRODROMOU Athanasios,../../../en/results/athletics/athlete-profile-n1720715-prodromou-athanasios.htm,ATH, 3 Feb 1994,27.0, Male, T20,Greek,,,,,,"""The purpose of life is to achieve something meaningful to show you have lived."" (Instagram profile, 10 Mar 2021)",,
3217,RPC,PROKHOROV Anton,../../../en/results/athletics/athlete-profile-n1353701-prokhorov-anton.htm,ATH, 6 May 1992,29.0, Male, T42,Russian,"
 Russian Federation","2014 for Russia, European Championships in Swansea, Great Britain (Athlete, 01 Jun 2016)","To win a medal at the 2020 Paralympic Games in Tokyo, and to set a world record. (Athlete, 24 Oct 2019)","British distance runner Mo Farah, Jamaican sprinter Usain Bolt, South African Para sprinter Oscar Pistorius, British Para athlete Richard Whitehead. (Athlete, 01 Jun 2016)","Social worker Tatiana Mazhukina. (Athlete, 24 Oct 2019)",,"He carried the Paralympic torch in Biysk, Russian Federation, as the relay made its way through the country ahead of the 2014 Paralympic Winter Games in Sochi. (altapress.ru, 06 Feb 2014)",
3218,RPC,PROKHOROV Nikita,../../../en/results/athletics/athlete-profile-n1383573-prokhorov-nikita.htm,ATH, 10 Jan 1991,30.0, Male, F46,Russian,,,"To win gold at the 2020 Paralympic Games in Tokyo. (Athlete, 29 Mar 2020)","US shot putter Adam Nelson. (Athlete, 06 Oct 2015)","His first coach Larisa Namestnikova. (Athlete, 06 Oct 2015)",,"In recognition of his performance at the 2012 Paralympic Games in London, he received the Order of Friendship in the Russian Federation. (pravo.gov.ru, 10 Sep 2012)","In 2016 he underwent two operations on his knees. (vkonline.ru, 07 Jun 2017)"
3219,RPC,PROKOFEVA Elena,../../../en/results/table-tennis/athlete-profile-n1309043-prokofeva-elena.htm,TTE, 13 Mar 1971,50.0, Female, 11,Russian,"
 Tajikistan","2014 for Russia, in Eger, Hungary (Athlete, 27 Jul 2016)",,,"Her mother. (Athlete, 27 Jul 2016)","""Never give up!"" (Athlete, 27 Jul 2016)","She has received the title of Candidate for Master of Sport in the Russian Federation. (rsf-id.ru, 30 Dec 2020)",
3220,NED,PRONK Saskia,../../../en/results/wheelchair-basketball/athlete-profile-n1708648-pronk-saskia.htm,WBK, 6 Aug 1983,38.0, Female, 1.0,"Dutch, English","
 Netherlands","2010 for Netherlands (sportservicenederland.nl, 29 Sep 2014)",,,,,,
3221,RPC,PRONSKIY Vladislav,../../../en/results/equestrian/athlete-profile-n1383125-pronskiy-vladislav.htm,EQU, 1 Oct 1993,27.0, Male, GI,"Russian, Sign Language - Russian","
 Russian Federation","2017 for Russia, European Championships in Gothenburg, Sweden (Athlete, 14 Sep 2018)","To compete at the Paralympic Games. (Athlete, 01 Jun 2020)","Russian Para dressage rider Natalya Zhavoronkova. (Athlete, 16 Aug 2017)","His parents, and his coach. (Athlete, 16 Aug 2017)",,"He has received the title of Master of Sport in the Russian Federation. (equestrian.ru, 05 Mar 2021; Athlete, 14 Sep 2018)",
3222,SRB,PRVULOVIC Ana,../../../en/results/table-tennis/athlete-profile-n1727963-prvulovic-ana.htm,TTE, 23 Jun 1983,38.0, Female, 2,"English, Serbian","
 Serbia",,"To win a medal at the 2020 Paralympic Games in Tokyo. (rtv.rs, 01 Jul 2020)",,"Her family and friends. (novosti.rs, 15 Sep 2018)","""I do not want to detract the importance and significance of desire, will, work and perseverance, but the key thing in any success is faith."" (uklonimobarijere.rs, 27 Oct 2019)",,
3223,POL,PRZYWECKA-PUZIAK Paulina,../../../en/results/powerlifting/athlete-profile-n1422597-przywecka-puziak-paulina.htm,PWL, 5 Oct 1991,29.0, Female, PWL,Polish,,,"To compete at the 2020 Paralympic Games in Tokyo, and to win a Paralympic medal. (Kanal 10 YouTube channel, 23 Feb 2021)",,,,,
3224,AUT,PUCH Pepo,../../../en/results/equestrian/athlete-profile-n1352178-puch-pepo.htm,EQU, 10 Jan 1966,55.0, Male, GII,"English, German","
 Austria",,"To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 10 May 2021)","Swiss rider Ali Schwarzenbach. (Athlete, 07 Feb 2012)","His wife Michele Puch, and Austrian equestrian Alexander Sprinz. (Athlete, 07 Feb 2012)","""What is conceivable is possible."" (pepopuch.com, 10 Mar 2018)","In 2017 he was presented with the Golden Badge of Honour by the Austrian Paralympic Sports Association. (radlwolf.at, 20 Oct 2017)",
3225,USA,PUDERBAUGH Kory,../../../en/results/wheelchair-rugby/athlete-profile-n1717645-puderbaugh-kory.htm,WRU, 2 Apr 1996,25.0, Male, 3.0,English,"
 Poland",,"To win gold at the 2020 Paralympic Games in Tokyo. (onenewspage.com, 31 Jul 2021)","Russian chess player Garry Kasparov, US wrestlers Anthony Robles, Kyle Maynard and Dustin Carter. (idhsaa.org, 2012)",,"""I am a student of life, I let life teach me. I pick up one piece of wisdom every day."" (adaptivelife.net, 25 May 2018)","He received the 2012 Spirit of Sport Award from the Idaho High School Activities Association in the United States of America. (dhsaa.org, 2012)",
3226,RPC,PUDOV Sergei,../../../en/results/cycling-road/athlete-profile-n1309026-pudov-sergei.htm,CRD, 9 Oct 1986,34.0, Male, C4,Russian,"
 Russian Federation",,,,,,"He has received the title of Master of Sport of International Class in the Russian Federation. (minsport.gov.ru, 30 Dec 2019)",
3227,RPC,PUDOV Sergei,../../../en/results/cycling-track/athlete-profile-n1309026-pudov-sergei.htm,CTR, 9 Oct 1986,34.0, Male, C4,Russian,"
 Russian Federation",,,,,,"He has received the title of Master of Sport of International Class in the Russian Federation. (minsport.gov.ru, 30 Dec 2019)",
3228,USA,PUERTAS Luis,../../../en/results/athletics/athlete-profile-n1662515-puertas-luis.htm,ATH, 4 Sep 1986,35.0, Male, T61,"English, Spanish","
 United States of America",,"To compete at the 2020 Olympic Games in Tokyo. (Facebook profile, 02 May 2020)","British Para sprinter Richard Whitehead. (teamusa.org, 03 Jul 2013)",,"""Life is not about waiting for the storm to pass, it's about learning to dance in the rain."" (teamusa.org, 14 May 2013)","He was a torch bearer at the opening ceremony of the 2013 Warrior Games in Colorado Springs, CO, United States of America. (va.gov, 24 Jul 2014)",
3229,HUN,PULAI Erika,../../../en/results/canoe-sprint/athlete-profile-n1728656-pulai-erika.htm,CSP, 3 May 1984,37.0, Female, KL1,"English, Hungarian",,,"To compete at the 2020 Paralympic Games in Tokyo. (kajakkenusport.hu, 25 Mar 2021)",,,"""Faith sees the invisible, believes the incredible and achieves the impossible."" (Facebook profile, 23 Jul 2021)",,
3230,RPC,PUNINA Alina,../../../en/results/cycling-road/athlete-profile-n1309027-punina-alina.htm,CRD, 19 Mar 2001,20.0, Female, C5,"English, Russian","
 Russian Federation",,,"Swiss cyclists Jolanda Neff and Nino Schurter. (Athlete, 21 Aug 2021)","Her mother. (Athlete, 21 Aug 2021)","""Vivi. Lotta. Ama."" [Live. Struggle. Love.] (Athlete, 21 Aug 2021)","In 2020 she received the title of Master of Sport of International Class in the Russian Federation. (infryazino.ru, 12 Feb 2020)","At age 18 she sustained an injury after falling on the wheel of her bike, and needed two months to recover. (Athlete, 21 Aug 2021)"
3231,RPC,PUNINA Alina,../../../en/results/cycling-track/athlete-profile-n1309027-punina-alina.htm,CTR, 19 Mar 2001,20.0, Female, C5,"English, Russian","
 Russian Federation",,,"Swiss cyclists Jolanda Neff and Nino Schurter. (Athlete, 21 Aug 2021)","Her mother. (Athlete, 21 Aug 2021)","""Vivi. Lotta. Ama."" [Live. Struggle. Love.] (Athlete, 21 Aug 2021)","In 2020 she received the title of Master of Sport of International Class in the Russian Federation. (infryazino.ru, 12 Feb 2020)","At age 18 she sustained an injury after falling on the wheel of her bike, and needed two months to recover. (Athlete, 21 Aug 2021)"
3232,RPC,PUNKO Sergey,../../../en/results/swimming/athlete-profile-n1325659-punko-sergey.htm,SWM, 10 Jan 1981,40.0, Male," S12,SB12","Belarusian, English, Russian","
 Belarus",,"To win a medal at the 2020 Paralympic Games in Tokyo. (Athlete, 21 Aug 2019)",,,,"He holds the titles of Honoured Master of Sport in Belarus and the Russian Federation. (fss.org.ru, 21 Jan 2020; novaya.by, 02 Aug 2019)",
3233,THA,PUNPOO Chalermpong,../../../en/results/table-tennis/athlete-profile-n1728088-punpoo-chalermpong.htm,TTE, 25 Mar 1981,40.0, Male, 7,Thai,,,,,,,,
3234,MGL,PUREVTSOG Enkhmanlai,../../../en/results/athletics/athlete-profile-n1725088-purevtsog-enkhmanlai.htm,ATH, 9 Feb 1991,30.0, Male, T53,Mongolian,"
 Mongolia",,,"Russian mixed martial artist Khabib Nurmagomedov. (Athlete, 29 Aug 2021)","Coach Batdorj Banzragch. (Athlete, 29 Aug 2021)",,,
3235,INA,PURNOMO Saptoyoga,../../../en/results/athletics/athlete-profile-n1720602-purnomo-saptoyoga.htm,ATH, 17 Sep 1998,22.0, Male, T37,Indonesian,"
 Indonesia",,"To compete at the 2020 Paralympic Games in Tokyo. (suaramerdekasolo.com, 24 Jun 2019)","Jamaican sprinter Usain Bolt, Italian motorcycle racer Valentino Rossi. (Athlete, 07 Nov 2019)","His mother. (Athlete, 07 Nov 2019)",,,
